student_id,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,attendance_percentage,average_score,performance_level
5753,Male,Group B,Some college,Standard,,66.0,81.0,98.0,89.68,81.66666666666667,High
5754,Female,Group E,Bachelor's degree,Free/Reduced,,69.0,51.0,21.0,65.65,47.0,Low
5755,Female,Group C,Master's degree,Free/Reduced,Completed,75.0,16.0,10.0,92.87,33.666666666666664,Low
5756,Male,Group B,High school,Standard,Completed,51.0,86.0,50.0,91.77,62.333333333333336,Medium
5757,Male,Group B,High school,Standard,,74.0,10.0,90.0,98.9,58.0,Medium
5758,Female,Group E,Some college,Free/Reduced,Completed,38.0,14.0,28.0,66.01,26.666666666666668,Low
5759,Male,Group A,Bachelor's degree,Free/Reduced,,58.0,29.0,7.0,96.26,31.333333333333332,Low
5760,Female,Group B,High school,Standard,,25.0,94.0,86.0,73.64,68.33333333333333,Medium
5761,Male,Group E,Bachelor's degree,Standard,Completed,64.0,5.0,92.0,76.64,53.666666666666664,Medium
5762,Female,Group A,Master's degree,Free/Reduced,,79.0,11.0,79.0,78.74,56.333333333333336,Medium
5763,Male,Group A,Some college,Standard,,47.0,86.0,34.0,85.08,55.666666666666664,Medium
5764,Female,Group C,Bachelor's degree,Free/Reduced,,52.0,60.0,71.0,99.79,61.0,Medium
5765,Female,Group E,Some college,Free/Reduced,,8.0,35.0,71.0,84.0,38.0,Low
5766,Female,Group A,Bachelor's degree,Standard,Completed,4.0,34.0,44.0,97.07,27.333333333333332,Low
5767,Male,Group C,Bachelor's degree,Standard,,71.0,66.0,50.0,70.2,62.333333333333336,Medium
5768,Male,Group D,Master's degree,Standard,Completed,60.0,91.0,4.0,75.94,51.666666666666664,Medium
5769,Female,Group E,Some college,Free/Reduced,,20.0,78.0,61.0,80.18,53.0,Medium
5770,Female,Group D,Associate degree,Free/Reduced,Completed,96.0,76.0,50.0,72.92,74.0,Medium
5771,Male,Group A,Bachelor's degree,Free/Reduced,,62.0,62.0,16.0,99.07,46.666666666666664,Low
5772,Male,Group E,Bachelor's degree,Standard,,19.0,82.0,50.0,89.03,50.333333333333336,Medium
5773,Male,Group C,High school,Standard,Completed,57.0,39.0,77.0,79.16,57.666666666666664,Medium
5774,Male,Group A,Some college,Free/Reduced,Completed,44.0,81.0,31.0,90.05,52.0,Medium
5775,Male,Group E,Associate degree,Free/Reduced,,21.0,30.0,13.0,78.7,21.333333333333332,Low
5776,Male,Group E,Master's degree,Standard,,76.0,36.0,19.0,60.69,43.666666666666664,Low
5777,Female,Group D,Associate degree,Free/Reduced,,74.0,84.0,21.0,81.73,59.666666666666664,Medium
5778,Male,Group A,Master's degree,Standard,,81.0,4.0,29.0,85.01,38.0,Low
5779,Female,Group C,Associate degree,Standard,,62.0,80.0,50.0,99.25,64.0,Medium
5780,Male,Group C,Associate degree,Free/Reduced,Completed,29.0,82.0,32.0,61.63,47.666666666666664,Low
5781,Male,Group A,Some college,Free/Reduced,Completed,62.0,3.0,4.0,80.48,23.0,Low
5782,Female,Group A,High school,Free/Reduced,,96.0,25.0,17.0,63.93,46.0,Low
5783,Female,Group B,Associate degree,Free/Reduced,Completed,43.0,23.0,50.0,65.96,38.666666666666664,Low
5784,Male,Group D,Bachelor's degree,Free/Reduced,Completed,66.0,38.0,45.0,84.42,49.666666666666664,Low
5785,Female,Group A,Bachelor's degree,Standard,,57.0,55.0,6.0,69.26,39.333333333333336,Low
5786,Female,Group A,Bachelor's degree,Free/Reduced,Completed,64.0,53.0,28.0,89.97,48.333333333333336,Low
5787,Female,Group B,High school,Standard,,35.0,37.0,56.0,80.57,42.666666666666664,Low
5788,Female,Group B,Associate degree,Free/Reduced,Completed,5.0,53.0,46.0,68.73,34.666666666666664,Low
5789,Male,Group E,Master's degree,Free/Reduced,Completed,36.0,18.0,8.0,79.75,20.666666666666668,Low
5790,Female,Group C,Master's degree,Free/Reduced,Completed,92.0,93.0,58.0,60.04,81.0,High
5791,Male,Group D,Some college,Free/Reduced,Completed,74.0,25.0,70.0,94.51,56.333333333333336,Medium
5792,Male,Group E,High school,Free/Reduced,Completed,54.0,51.0,70.0,60.51,58.333333333333336,Medium
5793,Male,Group A,Associate degree,Free/Reduced,,76.0,51.0,42.0,60.28,56.333333333333336,Medium
5794,Male,Group B,Bachelor's degree,Standard,Completed,74.0,60.0,50.0,84.46,61.333333333333336,Medium
5795,Female,Group C,High school,Free/Reduced,,58.0,66.0,5.0,98.94,43.0,Low
5796,Female,Group E,Master's degree,Free/Reduced,Completed,37.0,21.0,52.0,94.24,36.666666666666664,Low
5797,Male,Group C,Associate degree,Free/Reduced,Completed,24.0,16.0,63.0,70.08,34.333333333333336,Low
5798,Male,Group B,Some college,Free/Reduced,Completed,78.0,10.0,90.0,67.87,59.333333333333336,Medium
5799,Male,Group E,Some college,Standard,,76.0,38.0,3.0,85.04,39.0,Low
5800,Male,Group E,Some college,Standard,Completed,32.0,60.0,0.0,92.91,30.666666666666668,Low
5801,Female,Group C,Bachelor's degree,Standard,Completed,12.0,90.0,69.0,74.48,57.0,Medium
5802,Male,Group B,Bachelor's degree,Standard,,37.0,48.0,30.0,77.29,38.333333333333336,Low
5803,Female,Group A,Associate degree,Standard,,57.0,92.0,64.0,64.62,71.0,Medium
5804,Male,Group E,Some college,Standard,,87.0,60.0,68.0,66.11,71.66666666666667,Medium
5805,Male,Group A,Associate degree,Free/Reduced,Completed,19.0,11.0,18.0,82.73,16.0,Low
5806,Male,Group B,Some college,Free/Reduced,Completed,16.0,12.0,68.0,64.11,32.0,Low
5807,Male,Group E,High school,Standard,Completed,23.0,57.0,68.0,68.08,49.333333333333336,Low
5808,Female,Group E,Master's degree,Free/Reduced,Completed,25.0,51.0,48.0,69.39,41.333333333333336,Low
5809,Female,Group A,Master's degree,Free/Reduced,,39.0,63.0,30.0,77.76,44.0,Low
5810,Female,Group D,Some college,Free/Reduced,,31.0,30.0,59.0,61.82,40.0,Low
5811,Male,Group A,Associate degree,Free/Reduced,Completed,92.0,10.0,70.0,79.99,57.333333333333336,Medium
5812,Male,Group A,Bachelor's degree,Free/Reduced,,77.0,42.0,78.0,97.15,65.66666666666667,Medium
5813,Female,Group D,Some college,Standard,,36.0,35.0,54.0,60.98,41.666666666666664,Low
5814,Female,Group B,Some college,Standard,,85.0,1.0,76.0,85.24,54.0,Medium
5815,Male,Group B,Bachelor's degree,Standard,Completed,97.0,86.0,75.0,93.43,86.0,High
5816,Male,Group E,Some college,Standard,,90.0,60.0,82.0,72.5,77.33333333333333,High
5817,Female,Group C,High school,Standard,Completed,91.0,35.0,76.0,65.26,67.33333333333333,Medium
5818,Male,Group C,Bachelor's degree,Standard,Completed,85.0,77.0,90.0,61.73,84.0,High
5819,Male,Group E,High school,Free/Reduced,Completed,59.0,100.0,37.0,85.76,65.33333333333333,Medium
5820,Female,Group C,Master's degree,Standard,,49.0,48.0,32.0,82.09,43.0,Low
5821,Male,Group A,Bachelor's degree,Free/Reduced,,57.0,26.0,5.0,69.17,29.333333333333332,Low
5822,Female,Group A,Bachelor's degree,Free/Reduced,,66.0,11.0,50.0,93.26,42.333333333333336,Low
5823,Male,Group D,Associate degree,Standard,,21.0,57.0,76.0,89.42,51.333333333333336,Medium
5824,Female,Group D,Associate degree,Standard,Completed,57.0,92.0,76.0,71.06,75.0,High
5825,Male,Group E,Bachelor's degree,Standard,Completed,84.0,5.0,19.0,90.13,36.0,Low
5826,Female,Group E,Master's degree,Free/Reduced,Completed,79.0,43.0,99.0,69.8,73.66666666666667,Medium
5827,Female,Group E,Some college,Standard,,72.0,46.0,36.0,87.01,51.333333333333336,Medium
5828,Female,Group A,Associate degree,Standard,,76.0,22.0,44.0,64.74,47.333333333333336,Low
5829,Female,Group C,Master's degree,Standard,,73.0,73.0,72.0,87.69,72.66666666666667,Medium
5830,Male,Group E,Master's degree,Free/Reduced,Completed,48.0,97.0,80.0,69.55,75.0,High
5831,Male,Group E,Associate degree,Standard,Completed,84.0,75.0,98.0,82.9,85.66666666666667,High
5832,Female,Group A,Some college,Standard,,48.0,95.0,58.0,66.9,67.0,Medium
5833,Male,Group A,Associate degree,Free/Reduced,Completed,41.0,25.0,51.0,89.04,39.0,Low
5834,Male,Group A,Master's degree,Free/Reduced,Completed,39.0,6.0,17.0,62.44,20.666666666666668,Low
5835,Male,Group C,High school,Free/Reduced,,70.0,31.0,24.0,66.62,41.666666666666664,Low
5836,Male,Group E,Associate degree,Standard,,45.0,32.0,78.0,67.37,51.666666666666664,Medium
5837,Male,Group B,Master's degree,Standard,Completed,21.0,81.0,86.0,61.65,62.666666666666664,Medium
5838,Female,Group B,Associate degree,Free/Reduced,,81.0,98.0,0.0,89.8,59.666666666666664,Medium
5839,Female,Group E,Master's degree,Standard,Completed,20.0,19.0,40.0,99.24,26.333333333333332,Low
5840,Female,Group E,Some college,Free/Reduced,,50.0,94.0,17.0,91.14,53.666666666666664,Medium
5841,Female,Group E,Master's degree,Free/Reduced,Completed,13.0,68.0,0.0,94.43,27.0,Low
5842,Male,Group E,Bachelor's degree,Free/Reduced,,73.0,95.0,38.0,60.24,68.66666666666667,Medium
5843,Male,Group C,High school,Free/Reduced,,96.0,51.0,73.0,64.71,73.33333333333333,Medium
5844,Female,Group B,Master's degree,Free/Reduced,,8.0,41.0,30.0,82.36,26.333333333333332,Low
5845,Male,Group D,Associate degree,Standard,Completed,17.0,82.0,70.0,99.11,56.333333333333336,Medium
5846,Male,Group B,Associate degree,Standard,Completed,12.0,51.0,37.0,86.43,33.333333333333336,Low
5847,Female,Group B,Master's degree,Standard,,16.0,62.0,7.0,74.97,28.333333333333332,Low
5848,Male,Group A,Bachelor's degree,Standard,Completed,86.0,6.0,33.0,65.85,41.666666666666664,Low
5849,Female,Group E,Master's degree,Free/Reduced,Completed,24.0,57.0,72.0,66.11,51.0,Medium
5850,Female,Group E,Some college,Standard,,53.0,85.0,88.0,74.51,75.33333333333333,High
5851,Male,Group E,Bachelor's degree,Free/Reduced,,15.0,49.0,26.0,88.55,30.0,Low
5852,Male,Group A,Master's degree,Free/Reduced,,23.0,33.0,40.0,61.27,32.0,Low
5853,Female,Group C,High school,Standard,Completed,94.0,50.0,50.0,94.09,64.66666666666667,Medium
5854,Female,Group C,Bachelor's degree,Standard,,74.0,9.0,31.0,97.66,38.0,Low
5855,Male,Group D,Master's degree,Free/Reduced,Completed,22.0,25.0,72.0,95.55,39.666666666666664,Low
5856,Female,Group C,High school,Standard,Completed,40.0,31.0,80.0,96.52,50.333333333333336,Medium
5857,Female,Group C,Master's degree,Standard,Completed,85.0,41.0,98.0,60.61,74.66666666666667,Medium
5858,Female,Group E,Some college,Standard,,32.0,90.0,15.0,99.11,45.666666666666664,Low
5859,Male,Group B,Associate degree,Standard,,49.0,61.0,1.0,74.65,37.0,Low
5860,Female,Group C,Master's degree,Free/Reduced,Completed,47.0,11.0,42.0,94.77,33.333333333333336,Low
5861,Male,Group C,Bachelor's degree,Free/Reduced,Completed,17.0,39.0,30.0,67.47,28.666666666666668,Low
5862,Female,Group A,Master's degree,Standard,,62.0,86.0,79.0,77.86,75.66666666666667,High
5863,Male,Group D,Master's degree,Free/Reduced,,77.0,77.0,46.0,61.77,66.66666666666667,Medium
5864,Female,Group A,Master's degree,Free/Reduced,,91.0,33.0,32.0,61.6,52.0,Medium
5865,Male,Group E,Master's degree,Standard,,10.0,80.0,84.0,97.73,58.0,Medium
5866,Male,Group B,Bachelor's degree,Standard,,23.0,69.0,16.0,92.42,36.0,Low
5867,Male,Group D,Bachelor's degree,Free/Reduced,,60.0,26.0,98.0,81.19,61.333333333333336,Medium
5868,Female,Group A,Master's degree,Free/Reduced,,63.0,7.0,53.0,81.02,41.0,Low
5869,Female,Group C,Associate degree,Free/Reduced,,35.0,96.0,53.0,89.95,61.333333333333336,Medium
5870,Female,Group C,Master's degree,Standard,,82.0,98.0,50.0,73.67,76.66666666666667,High
5871,Male,Group D,Bachelor's degree,Free/Reduced,Completed,76.0,46.0,51.0,90.47,57.666666666666664,Medium
5872,Female,Group C,Some college,Free/Reduced,,96.0,80.0,6.0,79.4,60.666666666666664,Medium
5873,Male,Group A,Master's degree,Standard,,52.0,25.0,53.0,85.52,43.333333333333336,Low
5874,Female,Group A,Master's degree,Free/Reduced,Completed,49.0,56.0,92.0,98.59,65.66666666666667,Medium
5875,Male,Group C,Master's degree,Standard,,46.0,6.0,10.0,78.85,20.666666666666668,Low
5876,Male,Group C,Master's degree,Standard,,51.0,87.0,61.0,76.74,66.33333333333333,Medium
5877,Male,Group E,High school,Free/Reduced,Completed,49.0,88.0,29.0,96.23,55.333333333333336,Medium
5878,Female,Group B,Master's degree,Standard,,78.0,98.0,81.0,96.1,85.66666666666667,High
5879,Female,Group D,Bachelor's degree,Standard,Completed,56.0,25.0,56.0,99.7,45.666666666666664,Low
5880,Female,Group A,Bachelor's degree,Free/Reduced,Completed,74.0,58.0,45.0,82.03,59.0,Medium
5881,Male,Group D,High school,Standard,,22.0,68.0,79.0,73.77,56.333333333333336,Medium
5882,Male,Group E,Master's degree,Free/Reduced,Completed,58.0,51.0,69.0,69.62,59.333333333333336,Medium
5883,Female,Group A,Associate degree,Standard,Completed,68.0,34.0,65.0,61.36,55.666666666666664,Medium
5884,Female,Group E,Master's degree,Standard,Completed,55.0,29.0,54.0,89.07,46.0,Low
5885,Female,Group E,Bachelor's degree,Free/Reduced,Completed,85.0,49.0,57.0,69.34,63.666666666666664,Medium
5886,Male,Group C,Some college,Free/Reduced,,41.0,88.0,9.0,84.27,46.0,Low
5887,Male,Group D,Some college,Free/Reduced,Completed,17.0,23.0,3.0,96.66,14.333333333333334,Low
5888,Male,Group D,Associate degree,Standard,Completed,70.0,29.0,73.0,98.01,57.333333333333336,Medium
5889,Male,Group C,Master's degree,Free/Reduced,,32.0,83.0,72.0,60.18,62.333333333333336,Medium
5890,Male,Group D,High school,Standard,Completed,2.0,53.0,61.0,72.68,38.666666666666664,Low
5891,Female,Group C,Master's degree,Free/Reduced,,27.0,66.0,42.0,93.5,45.0,Low
5892,Male,Group A,Associate degree,Standard,Completed,0.0,31.0,41.0,81.46,24.0,Low
5893,Male,Group E,Associate degree,Free/Reduced,,62.0,7.0,23.0,92.3,30.666666666666668,Low
5894,Male,Group E,Associate degree,Standard,Completed,46.0,49.0,4.0,94.13,33.0,Low
5895,Male,Group D,Some college,Free/Reduced,,49.0,46.0,98.0,77.71,64.33333333333333,Medium
5896,Male,Group B,Master's degree,Standard,Completed,85.0,86.0,67.0,74.36,79.33333333333333,High
5897,Female,Group E,Master's degree,Standard,,47.0,45.0,98.0,78.22,63.333333333333336,Medium
5898,Male,Group C,High school,Standard,,49.0,79.0,76.0,86.11,68.0,Medium
5899,Male,Group B,Associate degree,Standard,,13.0,34.0,100.0,74.69,49.0,Low
5900,Male,Group B,Associate degree,Free/Reduced,,66.0,60.0,95.0,91.0,73.66666666666667,Medium
5901,Female,Group E,Bachelor's degree,Standard,,49.0,88.0,44.0,96.16,60.333333333333336,Medium
5902,Female,Group E,Bachelor's degree,Free/Reduced,Completed,96.0,51.0,58.0,71.29,68.33333333333333,Medium
5903,Female,Group E,Some college,Standard,Completed,84.0,50.0,64.0,98.6,66.0,Medium
5904,Male,Group C,Master's degree,Free/Reduced,,64.0,62.0,62.0,84.91,62.666666666666664,Medium
5905,Female,Group B,High school,Standard,,25.0,7.0,74.0,95.13,35.333333333333336,Low
5906,Male,Group D,High school,Standard,Completed,9.0,33.0,89.0,64.16,43.666666666666664,Low
5907,Male,Group C,Associate degree,Free/Reduced,Completed,98.0,24.0,66.0,70.06,62.666666666666664,Medium
5908,Female,Group A,High school,Free/Reduced,,76.0,43.0,48.0,72.84,55.666666666666664,Medium
5909,Male,Group E,Associate degree,Standard,Completed,69.0,82.0,76.0,72.11,75.66666666666667,High
5910,Male,Group B,Master's degree,Free/Reduced,,42.0,42.0,31.0,66.87,38.333333333333336,Low
5911,Male,Group C,High school,Free/Reduced,,69.0,49.0,49.0,94.73,55.666666666666664,Medium
5912,Female,Group A,Associate degree,Free/Reduced,,98.0,12.0,86.0,76.74,65.33333333333333,Medium
5913,Male,Group C,Master's degree,Standard,Completed,79.0,45.0,50.0,98.53,58.0,Medium
5914,Male,Group C,Master's degree,Free/Reduced,,71.0,75.0,51.0,83.34,65.66666666666667,Medium
5915,Female,Group D,Associate degree,Standard,Completed,58.0,78.0,22.0,65.54,52.666666666666664,Medium
5916,Male,Group D,Associate degree,Free/Reduced,Completed,2.0,51.0,29.0,81.84,27.333333333333332,Low
5917,Male,Group C,Some college,Free/Reduced,Completed,4.0,52.0,69.0,99.74,41.666666666666664,Low
5918,Female,Group A,Master's degree,Standard,Completed,84.0,62.0,70.0,82.61,72.0,Medium
5919,Male,Group B,Associate degree,Free/Reduced,,94.0,1.0,29.0,60.07,41.333333333333336,Low
5920,Male,Group B,Master's degree,Free/Reduced,,77.0,39.0,36.0,97.32,50.666666666666664,Medium
5921,Male,Group E,High school,Free/Reduced,Completed,49.0,22.0,47.0,69.4,39.333333333333336,Low
5922,Male,Group E,Bachelor's degree,Free/Reduced,,82.0,58.0,31.0,87.54,57.0,Medium
5923,Male,Group B,Bachelor's degree,Free/Reduced,Completed,36.0,68.0,69.0,80.6,57.666666666666664,Medium
5924,Female,Group C,Associate degree,Free/Reduced,,83.0,33.0,34.0,73.02,50.0,Medium
5925,Female,Group C,Associate degree,Free/Reduced,,51.0,73.0,95.0,71.31,73.0,Medium
5926,Female,Group D,Master's degree,Standard,,65.0,26.0,75.0,97.15,55.333333333333336,Medium
5927,Female,Group D,Associate degree,Standard,,62.0,54.0,67.0,96.48,61.0,Medium
5928,Male,Group E,Master's degree,Standard,,6.0,3.0,31.0,80.53,13.333333333333334,Low
5929,Male,Group B,Associate degree,Standard,,96.0,67.0,58.0,70.34,73.66666666666667,Medium
5930,Male,Group C,Master's degree,Standard,Completed,52.0,71.0,34.0,64.09,52.333333333333336,Medium
5931,Male,Group B,Associate degree,Free/Reduced,,5.0,69.0,15.0,66.26,29.666666666666668,Low
5932,Male,Group A,Some college,Standard,,6.0,88.0,78.0,80.89,57.333333333333336,Medium
5933,Female,Group B,Master's degree,Standard,,43.0,26.0,51.0,72.31,40.0,Low
5934,Female,Group A,Some college,Free/Reduced,Completed,17.0,46.0,65.0,61.68,42.666666666666664,Low
5935,Male,Group D,Some college,Standard,,53.0,39.0,50.0,78.21,47.333333333333336,Low
5936,Male,Group D,Some college,Free/Reduced,,28.0,83.0,13.0,89.85,41.333333333333336,Low
5937,Male,Group E,Some college,Free/Reduced,,82.0,26.0,28.0,95.67,45.333333333333336,Low
5938,Female,Group B,High school,Standard,Completed,24.0,6.0,25.0,83.41,18.333333333333332,Low
5939,Male,Group B,Bachelor's degree,Standard,,62.0,22.0,17.0,88.93,33.666666666666664,Low
5940,Male,Group A,Master's degree,Free/Reduced,Completed,67.0,83.0,3.0,74.56,51.0,Medium
5941,Male,Group D,Associate degree,Free/Reduced,Completed,12.0,63.0,100.0,79.85,58.333333333333336,Medium
5942,Female,Group A,Associate degree,Standard,,31.0,97.0,56.0,89.19,61.333333333333336,Medium
5943,Male,Group D,Bachelor's degree,Free/Reduced,,26.0,28.0,52.0,89.11,35.333333333333336,Low
5944,Female,Group A,Bachelor's degree,Standard,Completed,50.0,60.0,24.0,76.98,44.666666666666664,Low
5945,Female,Group D,Bachelor's degree,Standard,Completed,33.0,43.0,46.0,81.75,40.666666666666664,Low
5946,Female,Group A,Some college,Standard,,27.0,68.0,51.0,96.95,48.666666666666664,Low
5947,Female,Group D,High school,Standard,,72.0,26.0,92.0,85.28,63.333333333333336,Medium
5948,Female,Group A,Associate degree,Free/Reduced,Completed,71.0,11.0,33.0,85.7,38.333333333333336,Low
5949,Female,Group B,High school,Free/Reduced,Completed,84.0,51.0,15.0,91.38,50.0,Medium
5950,Male,Group E,High school,Standard,Completed,29.0,36.0,100.0,64.61,55.0,Medium
5951,Male,Group A,High school,Standard,Completed,92.0,33.0,93.0,80.92,72.66666666666667,Medium
5952,Male,Group E,Bachelor's degree,Free/Reduced,,8.0,93.0,86.0,98.38,62.333333333333336,Medium
5953,Female,Group B,Bachelor's degree,Free/Reduced,Completed,12.0,35.0,35.0,74.47,27.333333333333332,Low
5954,Male,Group B,Associate degree,Free/Reduced,,81.0,5.0,27.0,71.8,37.666666666666664,Low
5955,Female,Group D,Associate degree,Free/Reduced,Completed,63.0,95.0,64.0,84.05,74.0,Medium
5956,Female,Group E,Associate degree,Free/Reduced,Completed,37.0,31.0,71.0,68.84,46.333333333333336,Low
5957,Female,Group C,High school,Standard,,21.0,72.0,52.0,82.24,48.333333333333336,Low
5958,Male,Group D,Bachelor's degree,Standard,,30.0,21.0,41.0,66.23,30.666666666666668,Low
5959,Female,Group E,Some college,Standard,,98.0,9.0,78.0,83.19,61.666666666666664,Medium
5960,Female,Group A,High school,Standard,,41.0,28.0,97.0,84.1,55.333333333333336,Medium
5961,Male,Group A,Master's degree,Free/Reduced,Completed,61.0,10.0,18.0,76.74,29.666666666666668,Low
5962,Male,Group B,High school,Free/Reduced,,63.0,91.0,43.0,75.31,65.66666666666667,Medium
5963,Female,Group C,Bachelor's degree,Standard,,73.0,65.0,29.0,69.82,55.666666666666664,Medium
5964,Female,Group A,Master's degree,Standard,,8.0,55.0,73.0,73.24,45.333333333333336,Low
5965,Male,Group E,High school,Free/Reduced,Completed,94.0,84.0,43.0,79.93,73.66666666666667,Medium
5966,Male,Group E,Bachelor's degree,Standard,Completed,43.0,94.0,26.0,69.91,54.333333333333336,Medium
5967,Male,Group A,Bachelor's degree,Standard,,62.0,57.0,83.0,91.31,67.33333333333333,Medium
